YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,10,19,1,UA,9640,N540XX,SFO,LAS,1945,1935,-10,37,2012,221,245,195,1546,2327,13,2326,2340,0,0,0,,,,,,
2015,10,22,4,DL,9349,N472XX,ORD,DEN,1822,1820,-2,39,1859,127,153,101,850,2040,13,2029,2053,-11,0,0,,,,,,
2015,4,15,3,MQ,3455,N234XX,MCO,DEN,508,543,35,28,611,75,110,62,287,713,20,623,733,30,0,0,,0.0,0.0,17.0,13.0,0.0
2015,6,28,7,WN,5176,N228XX,DFW,PHX,1700,1707,7,19,1726,105,120,95,531,1901,6,1845,1907,-3,0,0,,,,,,
2015,11,6,5,MQ,4977,N813XX,DEN,SEA,2057,2057,0,10,2107,156,162,142,999,2329,10,2333,2339,6,0,0,,,,,,
2015,11,11,3,B6,6851,N720XX,IAH,ORD,1814,1807,-7,23,1830,189,218,177,1227,2127,18,2123,2145,-9,0,0,,,,,,
2015,9,24,4,MQ,2412,N395XX,LAS,MIA,759,803,4,24,827,395,407,365,2886,1432,18,1434,1450,7,0,0,,,,,,
2015,4,22,3,B6,4759,N541XX,SEA,PHX,1015,1012,-3,40,1052,193,224,172,1331,1344,12,1328,1356,0,0,0,,,,,,
2015,7,5,7,HA,9920,N221XX,MCO,PHX,547,541,-6,39,620,105,123,75,678,735,9,732,744,-4,0,0,,,,,,
2015,10,8,4,VX,4133,N531XX,DFW,MCO,814,810,-4,10,820,381,381,364,2767,1424,7,1435,1431,2,0,0,,,,,,
2015,10,30,5,NK,1963,N268XX,MCO,SFO,1745,1737,-8,10,1747,213,228,198,1502,2105,20,2118,2125,-10,0,0,,,,,,
2015,6,10,3,WN,5176,N235XX,CLT,DFW,1449,1531,42,18,1549,178,187,149,1236,1818,20,1747,1838,40,0,0,,0.0,0.0,0.0,40.0,0.0
2015,5,19,2,F9,7624,N322XX,MIA,DFW,1058,1215,77,36,1251,124,149,96,700,1427,17,1302,1444,76,0,0,,0.0,0.0,0.0,33.0,43.0
2015,8,19,3,NK,4550,N907XX,SEA,SFO,1414,1407,-7,32,1439,348,369,327,2612,2006,10,2002,2016,-8,0,0,,,,,,
2015,11,15,7,EV,7101,N375XX,IAH,PHX,955,1000,5,25,1025,214,220,185,1506,1330,10,1329,1340,4,0,0,,,,,,
2015,3,6,5,F9,7020,N227XX,MIA,DEN,1835,1831,-4,19,1850,252,269,239,1820,2249,11,2247,2300,-10,0,0,,,,,,
2015,6,10,3,HA,4019,N932XX,MIA,MCO,1438,1441,3,23,1504,87,99,64,510,1608,12,1605,1620,13,0,0,,,,,,
2015,5,4,1,HA,9120,N906XX,JFK,MCO,1254,1255,1,31,1326,348,369,319,2499,1845,19,1842,1904,8,0,0,,,,,,
2015,2,6,5,AA,254,N382XX,ATL,SEA,2031,2024,-7,17,2041,229,249,217,1636,18,15,20,33,0,0,0,,,,,,
2015,12,21,1,HA,6529,N207XX,ORD,MCO,713,709,-4,12,721,311,325,300,2326,1221,13,1224,1234,-10,0,0,,,,,,
2015,6,21,7,US,9192,N502XX,ATL,SEA,619,621,2,38,659,375,412,354,2759,1253,20,1234,1313,3,0,0,,,,,,
2015,11,3,2,OO,7384,N287XX,LAX,JFK,1324,1314,-10,29,1343,302,323,285,2117,1828,9,1826,1837,-5,0,0,,,,,,
2015,6,19,5,EV,8714,N222XX,MIA,LAX,1724,1724,0,28,1752,158,184,145,953,2017,11,2002,2028,4,0,0,,,,,,
2015,12,8,2,B6,4236,N173XX,JFK,SFO,908,912,4,32,944,326,350,313,2375,1457,5,1434,1502,7,0,0,,,,,,
2015,11,9,1,B6,6992,N665XX,SEA,CLT,1819,1813,-6,22,1835,319,341,302,2357,2337,17,2338,2354,-16,0,0,,,,,,
2015,9,11,5,NK,333,N282XX,SEA,ORD,538,543,5,33,616,214,236,188,1434,924,15,912,939,2,0,0,,,,,,
2015,5,24,7,UA,6664,N803XX,DFW,IAH,554,0,0,20,0,97,0,0,553,0,18,715,0,0,0,1,B,,,,,
2015,2,4,3,AS,6305,N667XX,SFO,LAS,519,511,-8,26,537,382,407,370,2877,1147,11,1141,1158,-16,0,0,,,,,,
2015,1,12,1,EV,2802,N237XX,IAH,CLT,503,501,-2,18,519,388,410,375,2896,1134,17,1131,1151,8,0,0,,,,,,
2015,2,3,2,UA,7681,N459XX,SEA,LAS,1132,1137,5,33,1210,157,188,140,997,1430,15,1409,1445,2,0,0,,,,,,
2015,12,1,2,EV,5955,N662XX,JFK,LAX,831,840,9,21,901,110,112,84,679,1025,7,1021,1032,3,0,0,,,,,,
2015,7,6,1,F9,8448,N514XX,ATL,CLT,2318,2315,-3,19,2334,317,330,299,2338,433,12,435,445,-6,0,0,,,,,,
2015,10,31,6,HA,4110,N311XX,IAH,SFO,502,502,0,31,533,273,284,245,1944,938,8,935,946,2,0,0,,,,,,
2015,5,29,5,EV,516,N165XX,JFK,ATL,934,945,11,29,1014,90,123,75,466,1129,19,1104,1148,8,0,0,,,,,,
2015,1,21,3,MQ,7158,N717XX,CLT,DFW,1925,2003,38,16,2019,120,140,110,708,2209,14,2125,2223,40,0,0,,0.0,0.0,27.0,13.0,0.0
2015,4,17,5,F9,7402,N750XX,LAS,DEN,813,812,-1,24,836,274,302,261,1900,1257,17,1247,1314,-1,0,0,,,,,,
2015,4,30,4,VX,8343,N721XX,MIA,ORD,1645,1640,-5,23,1703,285,306,268,2013,2131,15,2130,2146,-12,0,0,,,,,,
2015,8,6,4,MQ,1464,N455XX,MIA,SFO,1120,1130,10,17,1147,258,272,239,1900,1546,16,1538,1602,13,0,0,,,,,,
2015,3,1,7,WN,8962,N563XX,MIA,MCO,738,743,5,27,810,179,196,158,1273,1048,11,1037,1059,9,0,0,,,,,,
2015,12,12,6,MQ,2677,N867XX,ORD,DFW,2234,2227,-7,23,2250,277,287,256,2003,306,8,311,314,-12,0,0,,,,,,
2015,10,10,6,HA,4803,N739XX,LAX,ATL,1137,1130,-7,12,1142,330,324,301,2467,1643,11,1707,1654,-7,0,0,,,,,,
2015,2,27,5,DL,7146,N121XX,DFW,IAH,906,918,12,29,947,315,338,300,2335,1447,9,1421,1456,16,0,0,,0.0,0.0,0.0,16.0,0.0
2015,12,15,2,EV,6290,N562XX,IAH,SEA,1953,1958,5,29,2027,358,397,348,2691,215,20,151,235,10,0,0,,,,,,
2015,12,29,2,F9,4109,N312XX,IAH,ATL,958,958,0,33,1031,142,174,131,883,1242,10,1220,1252,0,1,0,,,,,,
2015,8,23,7,AA,8007,N768XX,SEA,LAS,2316,38,82,25,103,389,411,379,2940,722,7,545,729,88,0,0,,0.0,0.0,10.0,78.0,0.0
2015,12,21,1,NK,3602,N834XX,LAS,MIA,2340,5,25,24,29,253,285,242,1774,431,19,353,450,34,0,0,,0.0,0.0,32.0,2.0,0.0
2015,12,19,6,AS,5043,N827XX,MCO,LAX,1958,1958,0,28,2026,150,163,125,892,2231,10,2228,2241,-3,0,0,,,,,,
2015,5,18,1,WN,956,N442XX,CLT,DFW,2027,2018,-9,16,2034,115,125,99,660,2213,10,2222,2223,-18,0,0,,,,,,
2015,2,2,1,AS,9787,N607XX,SFO,LAX,1547,1550,3,20,1610,208,217,184,1375,1914,13,1915,1927,0,0,0,,,,,,
2015,1,4,7,VX,540,N925XX,LAX,DEN,555,556,1,12,608,153,162,137,1038,825,13,828,838,7,0,0,,,,,,
2015,2,8,7,UA,5594,N135XX,MIA,IAH,1552,1642,50,35,1717,262,298,248,1881,2125,15,2014,2140,45,0,0,,0.0,0.0,0.0,45.0,0.0
2015,12,24,4,UA,1036,N211XX,SEA,CLT,1719,1717,-2,17,1734,164,175,142,1044,1956,16,2003,2012,4,0,0,,,,,,
2015,7,29,3,AS,5274,N207XX,ATL,LAX,828,937,69,21,958,238,244,212,1612,1330,11,1226,1341,74,0,0,,0.0,0.0,0.0,27.0,47.0
2015,3,26,4,WN,3071,N528XX,LAX,DEN,558,558,0,15,613,294,296,266,2092,1039,15,1052,1054,7,0,0,,,,,,
2015,9,15,2,VX,9748,N400XX,LAX,DFW,1634,1635,1,34,1709,100,119,71,635,1820,14,1814,1834,6,0,0,,,,,,
2015,9,7,1,WN,6442,N379XX,IAH,CLT,1842,1902,20,25,1927,323,329,298,2382,25,6,5,31,20,0,0,,0.0,0.0,0.0,20.0,0.0
2015,9,17,4,EV,8443,N252XX,PHX,MIA,1434,1437,3,10,1447,222,229,209,1512,1816,10,1816,1826,-4,0,0,,,,,,
2015,6,8,1,F9,2736,N522XX,ATL,SEA,2352,2342,-10,21,3,77,79,51,346,54,7,109,101,-12,0,0,,,,,,
2015,5,29,5,UA,9058,N465XX,ORD,DFW,910,928,18,28,956,158,180,138,1020,1214,14,1148,1228,11,0,0,,,,,,
2015,10,5,1,VX,7950,N158XX,DEN,CLT,2331,2338,7,39,17,290,308,261,2039,438,8,421,446,1,0,0,,,,,,
2015,10,3,6,VX,5031,N757XX,DFW,LAS,2210,2210,0,22,2232,353,370,335,2520,407,13,403,420,-5,0,0,,,,,,
2015,11,27,5,VX,4565,N716XX,IAH,ORD,1604,1615,11,15,1630,69,75,51,352,1721,9,1713,1730,21,0,0,,0.0,0.0,0.0,21.0,0.0
2015,7,17,5,AA,198,N796XX,IAH,SEA,557,552,-5,17,609,279,279,252,1984,1021,10,1036,1031,2,0,0,,,,,,
2015,11,10,2,AA,5919,N573XX,LAX,MIA,1910,1922,12,21,1943,381,400,363,2841,146,16,131,202,20,0,0,,0.0,0.0,0.0,20.0,0.0
2015,5,3,7,WN,3760,N930XX,IAH,SEA,535,532,-3,23,555,59,78,46,297,641,9,634,650,-5,0,0,,,,,,
2015,3,12,4,MQ,9855,N994XX,IAH,PHX,2021,0,0,17,0,194,0,0,1331,0,16,849,0,0,0,1,C,,,,,
2015,3,10,2,DL,4715,N160XX,SEA,DFW,2234,2230,-4,25,2255,287,292,258,2080,313,9,321,322,-8,0,0,,,,,,
2015,6,17,3,EV,5850,N269XX,ATL,CLT,851,0,0,34,0,397,0,0,2857,0,17,511,0,0,0,1,B,,,,,
2015,12,18,5,UA,3368,N373XX,IAH,DFW,2039,0,0,30,0,233,0,0,1581,0,7,227,0,0,0,1,A,,,,,
2015,5,14,4,AA,5302,N936XX,MIA,ORD,705,717,12,14,731,283,291,262,2098,1153,15,1148,1208,4,0,0,,,,,,
2015,2,8,7,F9,618,N195XX,MCO,SFO,700,652,-8,37,729,263,305,252,1875,1141,16,1123,1157,2,0,0,,,,,,
2015,7,29,3,AA,9177,N827XX,JFK,DEN,1416,1409,-7,32,1441,308,326,285,2155,1926,9,1924,1935,3,0,0,,,,,,
2015,12,10,4,HA,7019,N443XX,PHX,IAH,1214,1204,-10,16,1220,280,298,263,1957,1643,19,1654,1702,-14,0,0,,,,,,
2015,10,15,4,UA,1823,N514XX,LAX,MCO,2105,2107,2,31,2138,244,269,222,1728,120,16,109,136,-7,0,0,,,,,,
2015,3,26,4,B6,700,N875XX,SFO,JFK,1040,1037,-3,40,1117,301,327,271,2168,1548,16,1541,1604,-4,0,0,,,,,,
2015,1,4,7,UA,6922,N733XX,SEA,PHX,1421,1419,-2,36,1455,284,315,266,1993,1921,13,1905,1934,-3,0,0,,,,,,
2015,8,1,6,HA,3713,N506XX,LAS,JFK,1121,1141,20,17,1158,285,298,262,2125,1620,19,1606,1639,29,0,0,,0.0,0.0,0.0,5.0,24.0
2015,12,17,4,HA,5793,N940XX,DEN,ATL,908,858,-10,39,937,167,195,137,1167,1154,19,1155,1213,-17,0,0,,,,,,
2015,4,19,7,VX,8932,N548XX,LAX,SEA,1601,1609,8,24,1633,350,377,339,2545,2212,14,2151,2226,14,0,0,,,,,,
2015,9,6,7,VX,5877,N574XX,CLT,MIA,1203,1203,0,40,1243,355,397,338,2569,1821,19,1758,1840,-8,0,0,,,,,,
2015,5,6,3,WN,6346,N681XX,LAS,PHX,1025,1028,3,39,1107,373,403,354,2684,1701,10,1638,1711,-6,0,0,,,,,,
2015,9,30,3,WN,8451,N836XX,JFK,ORD,1942,1947,5,17,2004,374,388,351,2766,155,20,156,215,3,0,0,,,,,,
2015,10,26,1,HA,8635,N172XX,MCO,LAX,1911,1907,-4,15,1922,409,406,383,2958,145,8,200,153,-12,0,0,,,,,,
2015,12,29,2,OO,7181,N374XX,MIA,MCO,1647,1643,-4,38,1721,166,195,137,1045,1938,20,1933,1958,-12,0,0,,,,,,
2015,12,17,4,EV,6165,N505XX,SFO,LAS,1122,1128,6,34,1202,286,309,264,2128,1626,11,1608,1637,-3,0,0,,,,,,
2015,9,26,6,B6,6795,N966XX,MIA,SEA,1115,1112,-3,34,1146,93,121,80,520,1306,7,1248,1313,7,0,0,,,,,,
2015,8,13,4,US,591,N755XX,DEN,DFW,1310,1311,1,24,1335,290,304,272,2093,1807,8,1800,1815,1,0,0,,,,,,
2015,5,9,6,UA,6104,N809XX,ORD,SEA,1915,1924,9,40,2004,392,424,379,2902,223,5,147,228,16,0,0,,0.0,0.0,0.0,16.0,0.0
2015,7,25,6,US,4392,N136XX,MIA,DEN,612,603,-9,21,624,260,275,249,1866,1033,5,1032,1038,-18,0,0,,,,,,
2015,9,17,4,VX,4570,N557XX,LAS,MIA,2045,2049,4,40,2129,375,412,364,2799,333,8,300,341,11,0,0,,,,,,
2015,4,24,5,DL,4407,N761XX,IAH,SFO,1204,1205,1,35,1240,281,318,271,2036,1711,12,1645,1723,6,0,0,,,,,,
2015,12,16,3,VX,8426,N949XX,LAX,DEN,1247,1244,-3,38,1322,374,412,360,2722,1922,14,1901,1936,0,0,0,,,,,,
2015,7,17,5,MQ,8892,N739XX,PHX,LAS,2110,2113,3,14,2127,267,268,242,1872,129,12,137,141,5,0,0,,,,,,
2015,5,10,7,US,3499,N827XX,LAX,DEN,822,822,0,15,837,119,132,108,780,1025,9,1021,1034,-3,0,0,,,,,,
2015,12,19,6,VX,3725,N291XX,IAH,CLT,1730,1723,-7,19,1742,240,262,226,1717,2128,17,2130,2145,-16,0,0,,,,,,
2015,3,31,2,F9,9608,N299XX,CLT,MCO,541,536,-5,15,551,375,375,350,2812,1141,10,1156,1151,-7,0,0,,,,,,
2015,11,5,4,DL,7726,N969XX,SEA,MIA,1038,1044,6,11,1055,332,330,313,2502,1608,6,1610,1614,-3,0,0,,,,,,
2015,9,25,5,EV,4092,N778XX,MIA,SFO,2029,2020,-9,29,2049,347,364,324,2602,213,11,216,224,-10,0,0,,,,,,
2015,9,22,2,OO,8363,N855XX,JFK,SFO,1601,1604,3,12,1616,295,289,266,2042,2042,11,2056,2053,9,0,0,,,,,,
2015,9,13,7,AS,9160,N578XX,LAX,ATL,1529,1531,2,13,1544,147,140,117,874,1741,10,1756,1751,2,0,0,,,,,,
2015,12,17,4,B6,5628,N179XX,ATL,JFK,2102,2113,11,22,2135,310,314,284,2260,219,8,212,227,6,0,0,,,,,,
2015,12,24,4,UA,2113,N305XX,DFW,LAX,2328,2330,2,36,6,66,90,39,372,45,15,34,100,-8,0,0,,,,,,
2015,4,7,2,AA,1045,N772XX,MCO,LAX,1705,1708,3,34,1742,78,118,66,347,1848,18,1823,1906,5,0,0,,,,,,
2015,5,18,1,NK,8576,N880XX,ORD,DEN,742,747,5,33,820,282,307,264,1979,1244,10,1224,1254,2,0,0,,,,,,
2015,2,15,7,B6,1127,N852XX,CLT,SFO,909,904,-5,14,918,101,119,89,598,1047,16,1050,1103,2,0,0,,,,,,
2015,4,20,1,B6,6441,N445XX,MIA,DEN,1438,1439,1,33,1512,92,110,68,547,1620,9,1610,1629,-1,0,0,,,,,,
2015,6,24,3,F9,3919,N746XX,SFO,DFW,818,843,25,17,900,348,371,337,2601,1437,17,1406,1454,21,0,0,,0.0,0.0,17.0,4.0,0.0
2015,7,10,5,NK,1899,N953XX,IAH,SFO,1126,1123,-3,34,1157,226,244,200,1501,1517,10,1512,1527,-9,0,0,,,,,,
2015,2,25,3,AS,2089,N428XX,JFK,DFW,506,502,-4,12,514,141,130,111,826,705,7,727,712,-1,0,0,,,,,,
2015,11,23,1,VX,7876,N754XX,IAH,LAS,1645,1650,5,31,1721,88,112,72,410,1833,9,1813,1842,11,0,0,,,,,,
2015,9,28,1,NK,2448,N407XX,ATL,IAH,1820,1914,54,26,1940,323,342,299,2365,39,17,2343,56,50,0,0,,0.0,0.0,4.0,46.0,0.0
2015,4,17,5,MQ,8188,N798XX,MIA,PHX,1849,1842,-7,35,1917,412,453,402,2981,159,16,141,215,-7,0,0,,,,,,
2015,6,18,4,US,987,N582XX,ATL,DEN,536,538,2,39,617,239,272,224,1674,1001,9,935,1010,11,0,0,,,,,,
2015,12,15,2,HA,1405,N758XX,DFW,ORD,1426,1430,4,22,1452,274,296,263,2039,1915,11,1900,1926,-4,0,0,,,,,,
2015,6,20,6,B6,4389,N333XX,DFW,CLT,1230,1251,21,33,1324,390,426,376,2872,1940,17,1900,1957,20,0,0,,0.0,0.0,0.0,0.0,20.0
2015,4,12,7,UA,4573,N207XX,SEA,LAX,1004,1009,5,40,1049,301,330,274,2198,1523,16,1505,1539,10,0,0,,,,,,
2015,9,8,2,EV,9620,N929XX,ATL,PHX,614,604,-10,28,632,135,152,107,802,819,17,829,836,-2,0,0,,,,,,
2015,1,24,6,NK,7947,N544XX,CLT,DFW,1108,0,0,35,0,255,0,0,1737,0,13,1029,0,0,0,1,C,,,,,
2015,2,1,7,NK,4143,N441XX,IAH,SFO,840,832,-8,11,843,329,329,313,2426,1356,5,1409,1401,-12,0,0,,,,,,
2015,11,21,6,DL,2779,N393XX,SFO,LAX,1745,1750,5,15,1805,100,116,87,556,1932,14,1925,1946,5,0,0,,,,,,
2015,8,31,1,US,244,N913XX,IAH,MCO,906,904,-2,16,920,84,79,54,395,1014,9,1030,1023,3,0,0,,,,,,
2015,7,17,5,EV,2044,N324XX,ORD,LAX,1836,1837,1,20,1857,268,277,238,1948,2255,19,2304,2314,7,0,0,,,,,,
2015,10,23,5,B6,6840,N507XX,PHX,ORD,1237,1242,5,25,1307,254,266,234,1779,1701,7,1651,1708,2,0,0,,,,,,
2015,12,21,1,NK,4123,N924XX,ORD,IAH,1024,1104,40,36,1140,239,258,211,1700,1511,11,1423,1522,42,0,0,,0.0,0.0,0.0,5.0,37.0
2015,3,24,2,EV,7059,N765XX,JFK,MCO,1745,1748,3,35,1823,279,309,256,1945,2239,18,2224,2257,-1,0,0,,,,,,
2015,4,27,1,NK,8686,N534XX,CLT,DFW,1132,1124,-8,11,1135,116,106,88,622,1303,7,1328,1310,-7,0,0,,,,,,
2015,10,7,3,B6,7946,N847XX,MIA,ATL,954,944,-10,13,957,196,196,177,1313,1254,6,1310,1300,-13,0,0,,,,,,
2015,3,12,4,EV,4449,N393XX,MIA,SEA,1030,1024,-6,11,1035,343,347,320,2575,1555,16,1613,1611,-5,0,0,,,,,,
2015,1,8,4,AA,9804,N503XX,SEA,MCO,711,705,-6,27,732,79,84,51,343,823,6,830,829,-12,0,0,,,,,,
2015,2,22,7,AS,1861,N712XX,MCO,MIA,1941,1944,3,11,1955,219,233,202,1489,2317,20,2320,2337,0,0,0,,,,,,
2015,5,14,4,US,5524,N653XX,ORD,MIA,1124,1125,1,24,1149,385,411,368,2767,1757,19,1749,1816,-5,0,0,,,,,,
2015,8,9,7,US,6226,N168XX,LAX,ORD,1925,1924,-1,13,1937,87,89,65,426,2042,11,2052,2053,7,0,0,,,,,,
2015,5,8,5,AS,7175,N347XX,LAS,DEN,1103,1056,-7,28,1124,293,326,279,2030,1603,19,1556,1622,-10,0,0,,,,,,
2015,4,10,5,WN,8407,N842XX,JFK,MIA,2021,2020,-1,39,2059,177,213,157,1201,2336,17,2318,2353,8,0,0,,,,,,
2015,10,11,7,VX,6853,N405XX,LAX,CLT,2135,2138,3,35,2213,113,138,91,732,2344,12,2328,2356,6,0,0,,,,,,
2015,3,27,5,EV,7053,N473XX,ORD,SFO,1355,1431,36,39,1510,362,389,342,2641,2052,8,1957,2100,39,0,0,,0.0,0.0,0.0,10.0,29.0
2015,3,24,2,MQ,3913,N483XX,MCO,LAS,1611,1624,13,39,1703,166,195,141,1157,1924,15,1857,1939,21,0,0,,0.0,0.0,17.0,2.0,2.0
2015,4,25,6,EV,2857,N740XX,IAH,DFW,1006,1048,42,35,1123,98,125,84,604,1247,6,1144,1253,49,0,0,,0.0,0.0,0.0,29.0,20.0
2015,7,17,5,DL,6986,N830XX,SFO,DFW,1226,1218,-8,12,1230,264,283,251,1907,1641,20,1650,1701,-3,0,0,,,,,,
2015,1,14,3,US,9166,N801XX,SEA,MCO,2001,1953,-8,29,2022,334,354,315,2402,137,10,135,147,-11,0,0,,,,,,
2015,6,19,5,EV,330,N354XX,LAX,ORD,2051,2046,-5,25,2111,407,430,396,2997,347,9,338,356,5,0,0,,,,,,
2015,7,11,6,AA,5979,N481XX,ORD,PHX,2358,46,48,25,111,260,275,242,1786,513,8,418,521,43,0,0,,0.0,0.0,1.0,29.0,13.0
2015,1,22,4,AS,3024,N773XX,SFO,SEA,1518,1530,12,17,1547,97,98,69,517,1656,12,1655,1708,11,0,0,,,,,,
2015,6,18,4,MQ,1630,N406XX,LAS,MCO,1205,1206,1,39,1245,386,409,361,2813,1846,9,1831,1855,3,0,0,,,,,,
2015,12,12,6,F9,8800,N967XX,JFK,DFW,1724,1725,1,21,1746,136,151,112,871,1938,18,1940,1956,2,0,0,,,,,,
2015,12,22,2,AS,4924,N225XX,SFO,SEA,1834,1830,-4,13,1843,86,91,68,510,1951,10,2000,2001,4,0,0,,,,,,
2015,9,18,5,EV,5637,N497XX,SFO,ORD,527,526,-1,38,604,75,110,62,383,706,10,642,716,9,0,0,,,,,,
2015,6,27,6,HA,1401,N774XX,ORD,DEN,728,718,-10,23,741,364,389,347,2647,1328,19,1332,1347,-15,0,0,,,,,,
2015,4,30,4,MQ,3057,N833XX,ORD,ATL,1822,0,0,15,0,143,0,0,892,0,14,951,0,0,0,1,D,,,,,
2015,2,12,4,EV,9935,N121XX,CLT,SFO,832,837,5,16,853,190,195,161,1204,1134,18,1142,1152,0,0,0,,,,,,
2015,1,23,5,HA,7802,N156XX,MIA,PHX,2031,2025,-6,11,2036,281,294,269,2066,105,14,112,119,4,0,0,,,,,,
2015,7,5,7,DL,373,N428XX,SEA,MIA,2256,2248,-8,14,2302,375,391,364,2799,506,13,511,519,-11,0,0,,,,,,
2015,12,15,2,US,3085,N257XX,DEN,MIA,1000,1004,4,21,1025,90,92,65,494,1130,6,1130,1136,-1,0,0,,,,,,
2015,1,22,4,HA,948,N893XX,JFK,DFW,1356,1427,31,26,1453,228,236,198,1560,1811,12,1744,1823,36,0,0,,0.0,0.0,0.0,36.0,0.0
2015,9,9,3,WN,110,N458XX,DFW,SFO,1220,1223,3,28,1251,150,177,130,1043,1501,19,1450,1520,-6,0,0,,,,,,
2015,9,23,3,WN,9976,N663XX,DFW,CLT,1440,1437,-3,35,1512,240,275,230,1626,1902,10,1840,1912,1,0,0,,,,,,
2015,6,24,3,DL,8777,N669XX,ATL,JFK,1941,1954,13,26,2020,345,366,331,2474,151,9,126,200,4,0,0,,,,,,
2015,8,15,6,DL,2650,N449XX,ORD,JFK,535,527,-8,29,556,141,164,128,877,804,7,756,811,-13,0,0,,,,,,
2015,1,9,5,UA,1655,N801XX,LAS,ORD,2200,2158,-2,33,2231,79,108,57,353,2328,18,2319,2346,-3,0,0,,,,,,
2015,1,5,1,US,8061,N263XX,SEA,DFW,2215,2210,-5,29,2239,396,428,379,2990,458,20,451,518,1,0,0,,,,,,
2015,9,6,7,HA,5081,N618XX,MCO,LAS,1114,1114,0,15,1129,398,412,380,2910,1749,17,1752,1806,8,0,0,,,,,,
2015,5,23,6,F9,3630,N151XX,PHX,LAS,1818,1840,22,13,1853,300,300,275,2107,2328,12,2318,2340,12,0,0,,,,,,
2015,4,21,2,UA,9183,N795XX,LAX,ORD,1912,1908,-4,38,1946,248,276,227,1786,2333,11,2320,2344,-6,0,0,,,,,,
2015,7,13,1,NK,3459,N668XX,DFW,JFK,927,0,0,35,0,187,0,0,1198,0,9,2219,0,0,0,1,A,,,,,
2015,9,7,1,NK,4320,N477XX,MIA,ATL,621,625,4,37,702,64,103,51,322,753,15,725,808,12,0,0,,,,,,
2015,3,1,7,WN,5789,N627XX,PHX,LAX,534,533,-1,17,550,152,159,128,940,758,14,806,812,-10,0,0,,,,,,
2015,11,4,3,US,9459,N204XX,ATL,LAS,2330,2340,10,23,3,248,252,219,1691,342,10,338,352,17,0,0,,0.0,0.0,1.0,3.0,13.0
2015,9,11,5,WN,1785,N904XX,DFW,IAH,2104,2113,9,26,2139,301,330,286,2088,225,18,205,243,9,0,0,,,,,,
2015,7,13,1,WN,9143,N748XX,LAS,DEN,632,714,42,39,753,88,109,63,531,856,7,800,903,40,0,0,,0.0,0.0,0.0,40.0,0.0
2015,5,10,7,AA,6632,N829XX,ORD,CLT,2100,2058,-2,33,2131,72,90,46,358,2217,11,2212,2228,-5,0,0,,,,,,
2015,12,18,5,AS,3710,N992XX,CLT,MCO,1138,1137,-1,27,1204,386,408,366,2777,1810,15,1804,1825,9,0,0,,,,,,
2015,6,26,5,B6,7322,N462XX,ATL,MCO,2250,2243,-7,34,2317,335,360,309,2369,426,17,425,443,-10,0,0,,,,,,
2015,12,12,6,MQ,5765,N740XX,JFK,LAX,607,605,-2,38,643,168,195,152,1119,915,5,855,920,4,0,0,,,,,,
2015,3,19,4,DL,3708,N560XX,PHX,SFO,1638,1648,10,38,1726,168,186,142,1115,1948,6,1926,1954,15,0,0,,,,,,
2015,1,19,1,AA,2898,N789XX,ORD,CLT,2311,2303,-8,10,2313,140,134,113,927,106,11,131,117,-10,0,0,,,,,,
2015,10,23,5,DL,1013,N532XX,MCO,SEA,1016,1006,-10,31,1037,213,245,200,1472,1357,14,1349,1411,-8,0,0,,,,,,
2015,12,12,6,HA,3306,N575XX,ORD,PHX,1934,1932,-2,31,2003,297,325,275,2215,38,19,31,57,1,0,0,,,,,,
2015,5,23,6,NK,4513,N833XX,DEN,JFK,1613,1610,-3,24,1634,192,223,179,1342,1933,20,1925,1953,-7,0,0,,,,,,
2015,6,20,6,HA,6903,N440XX,MIA,SEA,642,634,-8,11,645,74,63,46,304,731,6,756,737,-5,0,0,,,,,,
2015,5,17,7,DL,184,N683XX,MIA,DFW,937,940,3,36,1016,214,249,193,1513,1329,20,1311,1349,5,0,0,,,,,,
2015,1,15,4,B6,5162,N271XX,SEA,MCO,1718,1748,30,18,1806,122,136,98,705,1944,20,1920,2004,40,0,0,,0.0,0.0,39.0,1.0,0.0
2015,10,26,1,DL,6738,N888XX,ATL,MIA,1116,1115,-1,34,1149,290,323,271,2087,1620,18,1606,1638,-7,0,0,,,,,,
2015,9,2,3,AA,285,N839XX,CLT,MCO,2047,2050,3,27,2117,359,386,347,2694,304,12,246,316,7,0,0,,,,,,
2015,6,30,2,B6,9890,N700XX,ATL,DFW,1923,1947,24,29,2016,65,73,37,332,2053,7,2028,2100,18,0,0,,0.0,0.0,0.0,18.0,0.0
2015,4,25,6,VX,3858,N567XX,MCO,ATL,1510,1538,28,25,1603,254,282,241,1851,2004,16,1924,2020,32,0,0,,0.0,0.0,0.0,32.0,0.0
